"HHID","h12q1","h12q2","h12q3a","h12q3b","h12q4","h12qNew","h12q4a","h12q4b","h12q4c","h12q4d","h12q4e","h12q6a","h12q6b","h12q7","h12q8","h12q8a","h12q8b","h12q9","h12q10","h12q11a","h12q11b","h12q11c","h12q11d","h12q11e","h12q12","h12q12a","h12q13","h12q14","h12q15","h12q16","h12q17","h12q18","h12q19","_merge"
"H38608-04-01",1,"P38608-001",1,"brewing alcohol",1101,1,1,,,"P38608-002",,99,2007,2,2,"P38608-002",,2,,"P38608-002",,,,,12,,40000,0,0,12000,0,2,2,3
"H38609-04-01",1,"P38609-001",2,"selling small fish",4781,1,1,,,"P38609-001",,99,2010,4,2,"P38609-001",,2,,"P38609-001",,,,,12,,27000,0,0,21000,400,2,2,3
"H38609-04-01",1,"P38609-001",1,"alcohol brewing",1101,1,1,,,"P38609-001",,6,2004,7,2,"P38609-001",,2,,"P38609-001",,,,,12,,80000,0,0,60000,6000,2,2,3
"H38610-04-01",1,"P38610-001",1,"brewing alcohol",1101,1,1,,,"P38610-001",,99,2007,1,2,"P38610-001",,2,,"P38610-001",,,,,12,,45000,0,0,15000,3000,2,2,3
"H38701-04-01",1,"P38701-002",2,"brewing alcohol",1101,1,1,,,"P38701-002",,99,2010,2,2,"P38701-002",,2,,"P38701-002",,,,,8,1,75000,0,0,30000,7000,2,2,3
"H38701-04-01",1,"P38701-002",1,"bicycle repairer",3315,1,1,,,"P38701-001",,99,2004,2,2,"P38701-001",,2,,"P38701-001",,,,,9,1,100000,0,0,0,0,2,2,3
"H38702-04-01",1,"P38702-001",1,"brewing alcohol",1101,1,1,,,"P38702-001",,99,1977,2,2,"P38702-001",,2,,"P38702-001","P38702-001",,,,12,,40000,0,0,12000,8000,2,2,3
"H38703-04-01",1,"P38703-001",1,"managing a grinding machine",1061,1,1,,,"P38703-001",,3,2009,2,2,"P38703-001",,2,,"P38703-001",,,,,12,,45000,0,0,0,22400,2,2,3
"H38704-04-01",1,"P38704-001",1,"manufacture of ropes from sisal",2030,1,1,,,"P38704-001","P38704-002",11,1990,2,1,"P38704-001",,2,,"P38704-001",,,,,12,,8000,0,0,0,0,2,2,3
"H38705-04-01",1,"P38705-001",1,"tailor",1410,1,1,,,"P38705-001",,1,2010,4,5,"P38705-001",,2,,"P38705-001",,,,,12,,100000,0,0,70000,15000,2,2,3
"H38706-04-01",1,"P38706-001",1,"operating a shop",4719,1,1,,,"P38706-001",,10,2013,7,2,"P38706-001",,1,4,"P38706-001",,,,,9,1,600000,0,0,320000,0,2,2,3
"H38707-04-01",1,"P38707-001",1,"makes and sells crafts",3290,1,1,,,"P38707-001",,99,1953,1,1,"P38707-001",,2,,"P38707-001",,,,,12,,30000,0,0,0,2000,2,2,3
"H38708-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38709-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38710-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38801-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38802-04-01",1,"P38802-001",1,"Retail sale of sweet bananas in the marketq",4781,1,1,,,"P38802-001",,10,2008,4,2,"P38802-001",,2,,"P38802-001","P38802-003",,,,12,,115000,0,0,60000,7500,2,2,3
"H38803-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38804-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38805-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38806-04-01",1,"P38806-001",2,"rides bicycle bodaboda",4922,1,1,,,"P38806-003",,2,2012,8,2,"P38806-003",,2,,"P38806-003",,,,,6,1,120000,0,0,0,0,2,2,3
"H38806-04-01",1,"P38806-001",1,"buys shelled ground nuts from market and sells",4781,1,1,,,"P38806-001",,99,2012,7,2,"P38806-001",,2,,"P38806-001",,,,,12,,18000,0,0,15000,0,2,2,3
"H38807-04-01",1,"P38807-001",2,"makes and sells mandazis",1071,1,1,,,"P38807-002",,2,2013,4,2,"P38807-002",,2,,"P38807-002",,,,,12,,405000,0,0,330000,6000,2,2,3
"H38807-04-01",1,"P38807-001",1,"employs someone to ride bodaboda",4922,1,1,,,"P38807-001",,9,2013,8,2,"P38807-001",,2,,"P38807-001",,,,,7,1,120000,1,100000,0,0,2,2,3
"H38807-04-01",1,"P38807-001",3,"sells bricks",2392,1,1,,,"P38807-001",,99,1980,2,1,"P38807-001",,2,,"P38807-001",,,,,4,1,240000,17,200000,0,0,2,2,3
"H38808-04-01",1,"P38808-001",1,"retsil sale of sweet bananas in tne market",4781,1,1,,,"P38808-001",,9,2004,4,2,"P38808-001",,2,,"P38808-001","P38808-002",,,,12,,185000,0,0,100000,3000,2,2,3
"H38809-04-01",1,"P38809-001",1,"motor cycle boda boda business",4922,1,1,,,"P38809-001",,3,2010,6,2,"P38809-001","P38809-002",2,,"P38809-001",,,,,12,,150000,0,0,0,80000,2,2,3
"H38901-04-01",1,"P38901-001",1,"selling parafin and petrol",4799,1,1,,,"P38901-001",,99,2009,6,1,"P38901-001",,2,,"P38901-001",,,,,10,1,250000,0,0,100000,0,2,2,3
"H38901-04-01",1,"P38901-001",2,"selling porriadge",5610,1,1,,,"P38901-002",,99,2010,7,2,"P38901-002","P38901-001",2,,"P38901-002",,,,,12,,100000,0,0,50000,20000,2,2,3
"H38902-04-01",1,"P38902-001",1,"retail trade of second hand clothes",4782,1,1,,,"P38902-001",,1,2013,7,2,"P38902-001",,1,9,"P38902-001",,,,,12,,200000,0,0,500000,0,2,2,3
"H38903-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38904-04-01",1,"P38904-001",1,"tailoring",1410,1,1,,,"P38904-001",,99,2010,5,2,"P38904-001",,2,,"P38904-001",,,,,12,,350000,0,0,200000,12000,2,2,3
"H38905-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H38906-04-01",1,"P38906-002",1," Making Mandazi",1079,1,1,,,"P38906-002",,99,2000,4,8,"P38906-002",,2,,"P38906-002",,,,,12,,50000,0,0,0,30000,2,2,3
"H38907-04-01",1,"P38907-001",1,"retail trade of general merchandise",,1,1,,,"P38907-001",,99,2004,5,2,"P38907-001",,2,,"P38907-001","P38907-011","P38907-008","P38907-012","P38907-010",12,,55000000,5,670000,30000000,1500000,2,2,3
"H38908-04-01",1,"P38908-001",1,"retail trade of general mechandise",4719,1,1,,,"P38908-001",,5,2007,5,2,"P38908-001",,2,,"P38908-001",,,,,12,,2400000,1,250000,4000000,100000,2,2,3
"H38909-04-01",1,"P38909-002",1,"selling second hand clothes",,1,1,,,"P38909-001","P38909-002",99,2008,5,2,"P38909-001","P38909-002",2,,"P38909-001","P38909-002",,,,12,,1200000,0,0,1500000,40000,2,2,3
"H38910-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39001-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39002-04-01",1,"P39002-002",1,"brewing alcohol",1101,1,1,,,"P39002-002",,99,1995,2,2,"P39002-002","P39002-001",2,,"P39002-002",,,,,12,,80000,0,0,25000,5000,2,2,3
"H39003-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39004-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39005-04-01",1,"P39005-002",1,"brewing alcohol",1101,1,1,,,"P39005-002",,99,2006,2,2,"P39005-002",,2,,"P39005-002",,,,,9,1,40000,0,0,20000,4000,2,2,3
"H39006-04-01",1,"P39006-001",1,"brewing alcohol",1101,1,1,,,"P39006-001",,99,1987,2,2,"P39006-001",,1,7,"P39006-001",,,,,12,,50000,0,0,15000,0,2,2,3
"H39007-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39008-04-01",1,"P39008-002",1,"Brewing alcohol",1101,1,1,,,"P39008-001",,99,1983,2,2,"P39008-001",,1,7,"P39008-001",,,,,12,,35000,0,0,3000,0,2,2,3
"H39009-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39010-04-01",1,"P39010-001",1,"sale of local  alcohol",1101,1,1,,,"P39010-001",,5,2012,1,2,"P39010-001",,2,,"P39010-001",,,,,12,,80000,0,0,35200,4000,2,2,3
"H39101-04-01",1,"P39101-001",1,"bicycle boda",4922,1,1,,,"P39101-001",,1,2012,8,2,"P39101-001","P39101-001",2,,"P39101-001",,,,,12,,40000,0,0,0,8000,2,2,3
"H39102-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39103-04-01",2,,1,"sells produce",4781,1,1,,,"P39103-007",,11,2013,4,2,"P39103-007",,2,,"P39103-007",,,,,2,1,312000,0,0,100000,0,2,2,3
"H39104-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39105-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39106-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39107-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39109-04-01",1,"P39109-002",2,"charging phones",9609,1,1,,,"P39109-002",,5,2013,1,2,"P39109-002",,2,,"P39109-002",,,,,12,,27000,0,0,0,0,2,2,3
"H39109-04-01",1,"P39109-002",1,"selling fish",4799,1,1,,,"P39109-002",,6,2013,1,2,"P39109-002",,2,,"P39109-002",,,,,12,,350000,0,0,250000,0,2,2,3
"H39110-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39301-04-01",1,"P39301-002",1,"Selling pancakes",4799,1,1,,,"P39301-002",,1,2011,8,2,"P39301-002",,2,,"P39301-002",,,,,8,1,120000,0,0,84000,0,2,2,3
"H39302-04-01",1,"P39302-001",1,"CAPENTER",3100,1,1,,,"P39302-001",,11,2005,1,6,"P39302-001",,2,,"P39302-001",,,,,12,,200000,0,0,50000,0,2,2,3
"H39303-04-01",1,"P39303-001",1,"Burning Charcoal",1910,1,1,,,"P39303-001",,12,2013,2,1,"P39303-001",,2,,"P39303-001",,,,,4,1,20000,0,0,0,0,2,2,3
"H39304-04-01",1,"P39304-002",1,"BREWING LOCAL WARAGI",1101,1,1,,,"P39304-002",,6,2000,1,2,"P39304-002",,2,,"P39304-002",,,,,12,,20000,0,0,9000,0,2,2,3
"H39305-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39307-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39308-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39309-04-01",1,"P39309-002",1,"Distiling local waragy",1011,1,1,,,"P39309-002",,3,1985,1,2,"P39309-002","P39309-001",2,,"P39309-002","P39309-002",,,,6,1,45000,0,0,3000,2000,2,2,3
"H39310-04-01",1,"P39310-002",1,"Distilling alcohol",1101,1,1,,,"P39310-002","P39310-001",2,2004,1,8,"P39310-002","P39310-001",1,7,"P39310-002",,,,,12,,30000,0,0,15000,0,2,2,3
"H39401-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39402-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39403-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39404-04-01",1,"P39404-001",1,"charcoal burning",1910,1,1,,,"P39404-001",,1,2010,7,1,"P39404-001",,2,,"P39404-001",,,,,12,,240000,1,20000,0,0,2,2,3
"H39405-04-01",1,"P39405-004",1,"retail sale of groceries...",4719,1,1,,,"P39405-001",,9,2013,4,8,"P39405-001",,2,,"P39405-001",,,,,3,1,400000,0,50000,50000,0,2,2,3
"H39406-04-01",1,"P39406-001",1,"preparing cassava chips for sell",4799,1,1,,,"P39406-002",,99,2010,7,2,"P39406-002",,2,,"P39406-001",,,,,12,,120000,0,0,52000,15000,2,2,3
"H39407-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39408-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39409-04-01",1,"P39409-001",1,"retail sale of local wine",4722,1,1,,,"P39409-001","P39409-003",99,2012,6,2,"P39409-001",,2,,"P39409-001","P39409-003",,,,12,,150000,1,20000,60000,0,2,1,3
"H39410-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39501-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39502-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39503-04-01",1,"P39503-002",1,"BREWIN WARAGI",1103,1,1,,,"P39503-002",,12,1994,2,4,"P39503-002",,2,,"P39503-002",,,,,9,2,34000,0,0,27500,0,2,2,3
"H39504-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39505-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39506-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39507-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39509-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39510-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39601-04-01",1,"P39601-001",1,"charcoal burning and sales",1910,1,1,,,"P39601-001","P39601-002",99,2012,4,1,"P39601-001","P39601-002",2,,"P39601-001","P39601-002","P39601-003",,,12,,60000,0,0,0,0,2,2,3
"H39602-04-01",1,"P39602-001",1,"burning charcoal",1910,1,1,,,"P39602-001",,99,1994,5,1,"P39602-001",,2,,"P39602-001","P39602-002","P39602-003",,,12,,48000,0,0,0,0,2,2,3
"H39602-04-01",1,"P39602-001",2,"selling malwa",1103,1,1,,,"P39602-001",,99,1997,6,2,"P39602-001",,2,,"P39602-001","P39602-002",,,,6,1,50000,0,0,24000,0,2,2,3
"H39603-04-01",1,"P39603-001",1,"burning and saling firewoof",4799,1,1,,,"P39603-002","P39603-007",99,2010,2,1,"P39603-002","P39603-007",2,,"P39603-001","P39603-002","P39603-007",,,12,,60000,0,0,0,0,2,2,3
"H39604-04-01",1,"P39604-001",1,"charcoal burning",1910,1,1,,,"P39604-001","P39604-002",99,2012,8,1,"P39604-001","P39604-002",2,,"P39604-001","P39604-002",,,,8,1,40000,0,0,0,0,2,2,3
"H39605-04-01",1,"P39605-001",1,"burningcharcoal",1910,1,1,,,"P39605-001","P39605-002",99,1995,5,1,"P39605-001","P39605-002",2,,"P39605-001","P39605-002","P39605-003","P39605-004",,12,,96000,0,0,0,0,2,2,3
"H39606-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39607-04-01",1,"P39607-001",1,"local brew kwete",1103,1,1,,,"P39607-001",,99,2010,8,1,"P39607-001",,2,,"P39607-001",,,,,12,,30000,0,0,15000,0,2,2,3
"H39608-04-01",1,"P39608-005",1,"burning charcoal",1910,1,1,,,"P39608-005",,99,1988,5,1,"P39608-005",,2,,"P39608-005",,,,,12,,80000,0,0,0,0,2,2,3
"H39609-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39610-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39701-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39702-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39703-04-01",1,"P39703-001",1,"sells reeds",4799,1,1,,,"P39703-001",,12,2013,1,1,"P39703-001",,2,,"P39703-001",,,,,3,1,60000,0,0,0,0,2,2,3
"H39704-04-01",1,"P39704-001",1,"sells general household merchandise",4719,1,1,,,"P39704-001",,4,1993,1,2,"P39704-001",,2,,"P39704-001",,,,,12,,70000,0,0,40000,0,2,2,3
"H39705-04-01",1,"P39705-001",1,"minig sand",810,1,1,,,"P39705-001",,12,2004,7,2,"P39705-001",,2,,"P39705-001",,,,,12,,720000,0,0,0,32000,2,2,3
"H39706-04-01",1,"P39706-002",1,"sells beans in market",4781,1,1,,,"P39706-002",,99,2007,4,2,"P39706-002",,1,7,"P39706-002",,,,,12,,110000,0,0,70000,800,2,2,3
"H39707-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39708-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39709-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39710-04-01",1,"P39710-002",1,"sells local brew",4799,1,1,,,"P39710-002",,6,2014,1,2,"P39710-002",,2,,"P39710-002",,,,,2,1,150000,0,0,100000,2500,2,2,3
"H39710-04-01",1,"P39710-002",2,"sells sand",899,1,1,,,"P39710-002",,99,2009,7,1,"P39710-002",,2,,"P39710-002","P39710-004","P39710-005",,,12,,180000,0,0,0,0,2,2,3
"H39801-04-01",1,"P39801-002",1,"brewing local waragi",1101,1,1,,,"P39801-002",,99,1990,2,2,"P39801-002","P39801-001",2,,"P39801-002",,,,,7,1,36000,0,0,21000,2000,2,2,3
"H39802-04-01",1,"P39802-002",1,"selling yeast",4781,1,1,,,"P39802-002",,6,2013,4,2,"P39802-002","P39802-001",2,,"P39802-002",,,,,2,1,28000,0,0,16000,1600,2,2,3
"H39803-04-01",1,"P39803-001",1,"sells fish",4781,1,1,,,"P39803-001",,7,2013,4,2,"P39803-001",,2,,"P39803-001",,,,,3,1,16000,0,0,12000,0,2,2,3
"H39804-04-01",1,"P39804-001",1,"brewing local waragi",1101,1,1,,,"P39804-001",,10,1989,2,2,"P39804-001",,1,10,"P39804-001","P39804-001",,,,12,,104000,0,0,44000,2000,2,2,3
"H39805-04-01",1,"P39805-001",1,"selling fish",4781,1,1,,,"P39805-001",,99,1978,4,2,"P39805-001",,2,,"P39805-001",,,,,12,,92000,0,0,56000,0,2,2,3
"H39806-04-01",1,"P39806-002",1,"makes alcohol yeast on market days",1062,1,1,,,"P39806-002",,11,2013,1,2,"P39806-002",,2,,"P39806-002",,,,,6,1,56000,0,0,32000,2000,2,2,3
"H39807-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39808-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39809-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39810-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39901-04-01",1,"P39901-001",1,"Brewing alcojol",1101,1,1,,,"P39901-002",,7,2006,2,2,"P39901-002",,2,,"P39901-002",,,,,3,1,80000,0,0,35000,0,2,2,3
"H39902-04-01",2,"P39902-002",1,"MENDING BICYCLES",,1,1,,,"P39902-002",,1,2009,2,2,"P39902-002",,2,,"P39902-002",,,,,9,1,165000,0,0,20000,0,2,2,3
"H39903-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39904-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39905-04-01",1,"P39905-002",1,"Brewing Alcohol",1101,1,1,,,"P39905-002",,12,2006,2,2,"P39905-002",,2,,"P39905-002",,,,,8,1,30000,0,0,10000,2000,2,2,3
"H39906-04-01",1,"P39906-001",1,"Selling beans, veg?tæbles in market",4781,1,1,,,"P39906-001","P39906-002",7,2005,4,2,"P39906-001","P39906-002",2,,"P39906-002","P39906-001",,,,11,1,800000,0,0,480000,60000,2,2,3
"H39907-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39908-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39909-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H39910-04-01",1,"P39910-001",1,"selling food stuff",4781,1,1,,,"P39910-002","P39910-001",7,2014,1,5,"P39910-002",,1,7,"P39910-002",,,,,1,1,81000,0,0,48000,0,2,2,3
"H40001-04-01",1,"P40001-001",1,"RETAIL KIOSK",4721,1,1,,,"P40001-001","P40001-002",12,2012,6,2,"P40001-001","P40001-002",2,,"P40001-001",,,,,10,1,180000,0,0,100000,10000,2,2,3
"H40002-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40003-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40004-04-01",1,"P40004-002",1,"Brewing waragi",1101,1,1,,,"P40004-002",,4,2013,2,1,"P40004-002","P40004-001",2,,"P40004-002",,,,,2,1,30000,0,0,0,3000,2,2,3
"H40005-04-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40006-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40007-04-01",1,"P40007-001",1,"REPARES BICYCLES",3319,1,1,,,"P40007-001",,2,2005,6,2,"P40007-001",,2,,"P40007-001",,,,,12,,100000,0,0,25000,0,2,2,3
"H40007-04-01",1,"P40007-001",2,"BAKING MANDAZI FOR SALE",5629,1,1,,,"P40007-002",,2,2012,7,2,"P40007-002",,2,,"P40007-002",,,,,7,1,360000,0,50000,0,0,2,2,3
"H40007-04-01",1,"P40007-001",3,"SHOP ATTENDANT",4789,1,1,,,"P40007-001",,9,2012,7,2,"P40007-003",,2,,"P40007-003",,,,,12,,700000,0,500000,0,0,2,2,3
"H40008-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40009-04-01",1,"P40009-002",1,"baking mandazi",5629,1,1,,,"P40009-002",,8,2013,1,2,"P40009-002","P40009-001",2,,"P40009-002",,,,,8,1,25000,0,0,15000,0,2,2,3
"H40010-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40101-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40102-04-01",1,"P40102-001",1,"SELLING IN FLOUR IN THE MARKET",4781,1,1,,,"P40102-001",,2,1985,4,2,"P40102-001",,2,,"P40102-001",,,,,11,2,34000,0,0,0,0,2,2,3
"H40103-04-01",1,"P40103-001",1,"making and selling pancakes",4799,1,1,,,"P40103-002",,4,2008,2,2,"P40103-001",,2,,"P40103-002",,,,,6,2,16000,0,0,7000,0,2,2,3
"H40104-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40105-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40106-04-01",1,"P40106-002",1,"Brewing waragi",1101,1,1,,,"P40106-002",,5,2010,2,2,"P40106-002",,2,,"P40106-002",,,,,4,2,60000,0,0,37000,2000,2,2,3
"H40107-04-01",1,"P40107-001",1,"Sewing of clothes",4799,1,1,,,"P40107-001",,5,2004,2,2,"P40107-001",,2,,"P40107-001",,,,,12,,120000,0,0,12000,0,2,2,3
"H40108-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40109-04-01",1,"P40109-002",1,"brewing Ajono once aweek",1103,1,1,,,"P40109-003","P40109-002",2,1994,4,2,"P40109-002","P40109-001",2,,"P40109-002","P40109-003",,,,12,,126000,0,0,90000,0,2,2,3
"H40110-04-01",1,"P40110-001",1,"vendin maize,sorghum and millet flour um",4781,1,1,,,"P40110-001",,3,2003,4,5,"P40110-001",,1,7,"P40110-001",,,,,12,,100000,0,0,60000,0,2,2,3
"H40201-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40202-04-01",1,"P40202-002",1,"BREWING",1101,1,1,,,"P40202-002",,4,2012,6,2,"P40202-002",,1,7,"P40202-002",,,,,4,1,30000,0,0,20000,0,2,2,3
"H40203-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40204-04-01",1,"P40204-001",2,"brewing waragi",1103,1,1,,,"P40204-002",,6,2013,2,2,"P40204-002",,2,,"P40204-002",,,,,5,1,60000,0,0,35000,3000,2,2,3
"H40204-04-01",1,"P40204-001",1,"selling meat",4799,1,1,,,"P40204-001",,8,1998,7,2,"P40204-001",,2,,"P40204-001",,,,,11,1,270000,1,8000,210000,8000,2,2,3
"H40205-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40206-04-01",1,"P40206-002",1,"Making local brew",1101,1,1,,,"P40206-002",,12,1984,2,2,"P40206-002",,2,,"P40206-002",,,,,12,,100000,0,0,60000,2000,2,2,3
"H40207-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40208-04-01",1,"P40208-002",1,"Brewing waragi",1101,1,1,,,"P40208-002",,99,1992,1,2,"P40208-002",,2,,"P40208-002",,,,,10,1,380000,0,0,150000,0,2,2,3
"H40209-04-01",1,"P40209-001",1,"Drug shop",4772,1,1,,,"P40209-001","P40209-001",2,2012,6,2,"P40209-001","P40209-002",2,,"P40209-001",,,,,12,,250000,0,0,160000,26000,2,2,3
"H40210-04-01",1,"P40210-001",1,"makimg bricks for sale",2399,1,1,,,"P40210-001",,12,1994,6,2,"P40210-001",,2,,"P40210-001",,,,,9,1,500000,0,0,0,30000,2,2,3
"H40210-04-01",1,"P40210-001",2,"brewing local waragi",1101,1,1,,,"P40210-002",,6,2011,1,2,"P40210-002",,2,,"P40210-002",,,,,9,1,360000,0,0,168000,15000,2,2,3
"H40301-04-01",1,"P40301-001",1,"SELLS PRODUCE",4781,1,1,,,"P40301-001",,10,2013,4,3,"P40301-001",,2,,"P40301-001",,,,,1,1,800000,0,0,0,0,2,2,3
"H40302-04-01",1,"P40302-001",1,"Motorcycle transportbusiness",4922,1,1,,,"P40302-001","P40302-002",6,2011,8,3,"P40302-001","P40302-001",2,,"P40302-001",,,,,12,,240000,1,80000,30000,0,2,2,3
"H40303-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40304-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40305-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40306-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40307-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40308-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40309-04-01",1,"P40309-001",1,"making and selling malwa",1101,1,1,,,"P40309-001",,8,1985,4,2,"P40309-001",,2,,"P40309-001",,,,,12,,40000,0,0,30000,0,2,8,3
"H40310-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40401-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40402-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40403-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40404-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40405-04-01",1,"P40405-001",1,"Selling food",4781,1,1,,,"P40405-002",,1,2013,4,2,"P40405-002","P40405-001",2,,"P40405-002",,,,,4,2,300000,0,0,200000,30000,2,2,3
"H40406-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40407-04-01",1,"P40407-002",1,"SELLS COOKED CASSAVA IN SCHOOLS",4781,1,1,,,"P40407-002",,6,2013,2,2,"P40407-002",,2,,"P40407-002",,,,,6,1,700000,0,0,360000,0,2,2,3
"H40408-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"H40409-04-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
