"HHID","h11q1","h11q2","h11q4","h11q5","h11q6","h11q6a","h11q6b","h11q7","wgt_X"
"H41010-04-01",3,21,2,,,,,,953.583068847656
"H41101-04-01",4,21,2,,,,,,3022.623046875
"H41102-04-01",4,21,2,,,,,,3022.623046875
"H41103-04-01",4,21,2,,,,,,3022.623046875
"H41104-04-01",4,21,2,,,,,,3022.623046875
"H41106-04-01",4,21,2,,,,,,3022.623046875
"H41107-04-01",4,21,2,,,,,,3022.623046875
"H41108-04-01",1,21,2,,,,,,3022.623046875
"H41109-04-01",4,21,2,,,,,,3022.623046875
"H41110-04-01",4,21,2,,,,,,3022.623046875
"H41201-04-01",4,21,2,,,,,,5796.548828125
"H41202-04-01",3,21,2,,,,,,5796.548828125
"H41203-04-01",4,21,2,,,,,,5796.548828125
"H41204-04-01",4,21,2,,,,,,5796.548828125
"H41205-04-01",3,21,2,,,,,,5796.548828125
"H41206-04-01",7,21,2,,,,,,5796.548828125
"H41207-04-01",1,21,2,,,,,,5796.548828125
"H41208-04-01",1,21,2,,,,,,5796.548828125
"H41209-04-01",1,21,2,,,,,,5796.548828125
"H41210-04-01",3,21,2,,,,,,5796.548828125
"H41301-04-01",3,21,2,,,,,,2583.84936523438
"H41302-04-01",3,21,2,,,,,,2583.84936523438
"H41303-04-01",3,21,2,,,,,,2583.84936523438
"H41304-04-01",4,21,2,,,,,,2583.84936523438
"H41305-04-01",3,21,2,,,,,,2583.84936523438
"H41306-04-01",7,21,2,,,,,,2583.84936523438
"H41307-04-01",3,21,2,,,,,,2583.84936523438
"H41308-04-01",3,21,2,,,,,,2583.84936523438
"H41309-04-01",3,21,2,,,,,,2583.84936523438
"H41310-04-01",1,21,2,,,,,,2583.84936523438
"H41401-04-01",96,21,2,,,,,,2895.740234375
"H41402-04-01",96,21,2,,,,,,2895.740234375
"H41403-04-01",1,21,2,,,,,,2895.740234375
"H41404-04-01",1,21,2,,,,,,2895.740234375
"H41405-04-01",3,21,2,,,,,,2895.740234375
"H41406-04-01",7,21,2,,,,,,2895.740234375
"H41407-04-01",1,21,2,,,,,,2895.740234375
"H41408-04-01",3,21,2,,,,,,2895.740234375
"H41409-04-01",4,21,2,,,,,,2895.740234375
"H41410-04-01",3,21,2,,,,,,2895.740234375
"H41501-04-01",4,21,1,900000,,"P41501-001","-111",,4312.05419921875
"H41502-04-01",3,21,2,,,,,,4312.05419921875
"H41503-04-01",4,21,2,,,,,,4312.05419921875
"H41504-04-01",1,21,2,,,,,,4312.05419921875
"H41505-04-01",1,21,2,,,,,,4312.05419921875
"H41508-04-01",1,21,2,,,,,,4312.05419921875
"H41509-04-01",7,21,2,,,,,,4312.05419921875
"H41510-04-01",4,21,2,,,,,,4312.05419921875
"H41601-04-01",4,21,2,,,,,,1703.13720703125
"H41602-04-01",4,21,2,,,,,,1703.13720703125
"H41603-04-01",7,21,2,,,,,,1703.13720703125
"H41604-04-01",4,21,2,,,,,,1703.13720703125
"H41605-04-01",4,21,1,1800000,,"P41605-001","P41605-002",,1703.13720703125
"H41606-04-01",4,21,2,,,,,,1703.13720703125
"H41607-04-01",4,21,2,,,,,,1703.13720703125
"H41609-04-01",3,21,2,,,,,,1703.13720703125
"H41610-04-01",4,21,1,3000000,,"P41610-001","P41610-002",,1703.13720703125
"H41701-04-01",3,21,2,,,,,,2704.7509765625
"H41702-04-01",1,21,2,,,,,,2704.7509765625
"H41703-04-01",1,21,2,,,,,,2704.7509765625
"H41704-04-01",1,21,2,,,,,,2704.7509765625
"H41705-04-01",3,21,2,,,,,,2704.7509765625
"H41706-04-01",1,21,2,,,,,,2704.7509765625
"H41707-04-01",1,21,2,,,,,,2704.7509765625
"H41708-04-01",1,21,2,,,,,,2704.7509765625
"H41709-04-01",3,21,2,,,,,,2704.7509765625
"H41710-04-01",1,21,1,720000,,"P41710-001","P41710-002",,2704.7509765625
"H41801-04-01",4,21,2,,,,,,2529.2197265625
"H41802-04-01",1,21,2,,,,,,2529.2197265625
"H41803-04-01",1,21,2,,,,,,2529.2197265625
"H41804-04-01",3,21,2,,,,,,2529.2197265625
"H41805-04-01",1,21,2,,,,,,2529.2197265625
"H41806-04-01",4,21,2,,,,,,2529.2197265625
"H41807-04-01",1,21,2,,,,,,2529.2197265625
"H41808-04-01",7,21,2,,,,,,2529.2197265625
"H41809-04-01",1,21,2,,,,,,2529.2197265625
"H41810-04-01",3,21,2,,,,,,2529.2197265625
"H41901-04-01",1,21,2,,,,,,2738.48071289063
"H41902-04-01",1,21,2,,,,,,2738.48071289063
"H41903-04-01",3,21,2,,,,,,2738.48071289063
"H41904-04-01",7,21,2,,,,,,2738.48071289063
"H41905-04-01",4,21,2,,,,,,2738.48071289063
"H41906-04-01",1,21,2,,,,,,2738.48071289063
"H41907-04-01",3,21,2,,,,,,2738.48071289063
"H41908-04-01",7,21,2,,,,,,2738.48071289063
"H41909-04-01",3,21,2,,,,,,2738.48071289063
"H41910-04-01",3,21,2,,,,,,2738.48071289063
"H42001-04-01",1,21,2,,,,,,4114.3056640625
"H42002-04-01",5,21,2,,,,,,4114.3056640625
"H42003-04-01",1,21,2,,,,,,4114.3056640625
"H42004-04-01",1,21,2,,,,,,4114.3056640625
"H42006-04-01",1,21,2,,,,,,4114.3056640625
"H42007-04-01",1,21,2,,,,,,4114.3056640625
"H42008-04-01",1,21,2,,,,,,4114.3056640625
"H42009-04-01",1,21,2,,,,,,4114.3056640625
"H42010-04-01",1,21,2,,,,,,4114.3056640625
"H42101-04-01",1,21,2,,,,,,6198.29052734375
"H42102-04-01",1,21,2,,,,,,6198.29052734375
"H42103-04-01",1,21,2,,,,,,6198.29052734375
"H42104-04-01",1,21,2,,,,,,6198.29052734375
"H42105-04-01",1,21,2,,,,,,6198.29052734375
"H42106-04-01",1,21,2,,,,,,6198.29052734375
"H42107-04-01",1,21,2,,,,,,6198.29052734375
"H42108-04-01",1,21,2,,,,,,6198.29052734375
"H42109-04-01",1,21,2,,,,,,6198.29052734375
"H42110-04-01",1,21,2,,,,,,6198.29052734375
"H42201-04-02",1,21,2,,,,,,2960.76196289063
"H42202-04-01",1,21,2,,,,,,2960.76196289063
"H42203-04-01",1,21,2,,,,,,2960.76196289063
"H42204-04-01",1,21,2,,,,,,2960.76196289063
"H42205-04-01",1,21,2,,,,,,2960.76196289063
"H42206-04-01",3,21,2,,,,,,2960.76196289063
"H42207-04-01",1,21,2,,,,,,2960.76196289063
"H42208-04-01",1,21,2,,,,,,2960.76196289063
"H42210-04-01",1,21,2,,,,,,2960.76196289063
"H42301-04-01",1,21,2,,,,,,3080.41040039063
"H42302-04-01",1,21,2,,,,,,3080.41040039063
"H42303-04-01",1,21,2,,,,,,3080.41040039063
"H42304-04-01",1,21,2,,,,,,3080.41040039063
"H42305-04-01",7,21,2,,,,,,3080.41040039063
"H42306-04-01",4,21,2,,,,,,3080.41040039063
"H42307-04-01",1,21,2,,,,,,3080.41040039063
"H42308-04-01",1,21,2,,,,,,3080.41040039063
"H42309-04-01",1,21,2,,,,,,3080.41040039063
"H42310-04-01",1,21,2,,,,,,3080.41040039063
"H42401-04-01",3,21,2,,,,,,1819.81176757813
"H42402-04-02",3,21,2,,,,,,1819.81176757813
"H42403-04-01",1,21,2,,,,,,1819.81176757813
"H42404-04-02",4,21,2,,,,,,1819.81176757813
"H42405-04-01",4,21,2,,,,,,1819.81176757813
"H42406-04-01",1,21,2,,,,,,1819.81176757813
"H42407-04-01",3,21,2,,,,,,1819.81176757813
"H42408-04-01",4,21,2,,,,,,1819.81176757813
"H42409-04-01",4,21,2,,,,,,1819.81176757813
"H42410-04-01",4,21,2,,,,,,1819.81176757813
"H42501-04-01",3,21,2,,,,,,1631.22888183594
"H42502-04-01",3,21,2,,,,,,1631.22888183594
"H42503-04-01",1,21,2,,,,,,1631.22888183594
"H42504-04-01",1,21,2,,,,,,1631.22888183594
"H42505-04-01",1,21,2,,,,,,1631.22888183594
"H42506-04-01",3,21,2,,,,,,1631.22888183594
"H42507-04-01",1,21,2,,,,,,1631.22888183594
"H42508-04-01",4,21,2,,,,,,1631.22888183594
"H42509-04-01",1,21,2,,,,,,1631.22888183594
"H42510-04-01",1,21,2,,,,,,1631.22888183594
"H42601-04-01",4,21,2,,,,,,1876.29406738281
"H42602-04-01",1,21,2,,,,,,1876.29406738281
"H42603-04-01",4,21,1,480000,,"P42603-001","-111",,1876.29406738281
"H42604-04-01",7,21,2,,,,,,1876.29406738281
"H42605-04-01",1,21,2,,,,,,1876.29406738281
"H42606-04-01",4,21,2,,,,,,1876.29406738281
"H42607-04-01",4,21,2,,,,,,1876.29406738281
"H42608-04-01",1,21,2,,,,,,1876.29406738281
"H42609-04-01",1,21,2,,,,,,1876.29406738281
"H42610-04-01",1,21,2,,,,,,1876.29406738281
"H42701-04-01",1,21,2,,,,,,5849.3955078125
"H42702-04-01",4,21,2,,,,,,5849.3955078125
"H42703-04-01",1,21,2,,,,,,5849.3955078125
"H42704-04-01",1,21,2,,,,,,5849.3955078125
"H42705-04-01",3,21,2,,,,,,5849.3955078125
"H42706-04-01",1,21,2,,,,,,5849.3955078125
"H42707-04-01",1,21,2,,,,,,5849.3955078125
"H42708-04-01",3,21,2,,,,,,5849.3955078125
"H42709-04-01",1,21,2,,,,,,5849.3955078125
"H42710-04-01",1,21,2,,,,,,5849.3955078125
"H42801-04-01",1,21,1,190000,,"P42801-002","-111",,2685.92578125
"H42802-04-01",1,21,2,,,,,,2685.92578125
"H42803-04-01",1,21,2,,,,,,2685.92578125
"H42804-04-01",1,21,2,,,,,,2685.92578125
"H42805-04-01",1,21,2,,,,,,2685.92578125
"H42806-04-01",1,21,2,,,,,,2685.92578125
"H42807-04-01",4,21,2,,,,,,2685.92578125
"H42808-04-01",1,21,2,,,,,,2685.92578125
"H42809-04-01",1,21,2,,,,,,2685.92578125
"H42810-04-01",1,21,2,,,,,,2685.92578125
"H42901-04-01",3,21,2,,,,,,2508.931640625
"H42902-04-01",1,21,2,,,,,,2508.931640625
"H42903-04-01",7,21,2,,,,,,2508.931640625
"H42904-04-01",1,21,2,,,,,,2508.931640625
"H42905-04-01",3,21,1,120000,,"P42905-001","-111",,2508.931640625
"H42906-04-01",3,21,2,,,,,,2508.931640625
"H42907-04-01",3,21,2,,,,,,2508.931640625
"H42908-04-01",1,21,2,,,,,,2508.931640625
"H42909-04-01",1,21,2,,,,,,2508.931640625
"H42910-04-01",4,21,2,,,,,,2508.931640625
"H43001-04-01",1,21,2,,,,,,4328.96435546875
"H43002-04-01",3,21,1,8000,,"P43002-001","P43002-002",,4328.96435546875
"H43003-04-01",1,21,2,,,,,,4328.96435546875
"H43004-04-01",1,21,2,,,,,,4328.96435546875
"H43005-04-01",1,21,2,,,,,,4328.96435546875
"H43006-04-01",1,21,2,,,,,,4328.96435546875
"H43007-04-01",1,21,2,,,,,,4328.96435546875
"H43008-04-01",4,21,2,,,,,,4328.96435546875
"H43009-04-01",1,21,2,,,,,,4328.96435546875
"H43010-04-01",1,21,2,,,,,,4328.96435546875
